song_id,song_title,plan_sort_date,plan_dates,plan_id,plan_title,service_type_id,service_type_name,key_name,item_length,item_id
11631157,(Offering) - Holy Spirit,2016-02-21T10:00:00Z,"February 21, 2016",24572567,God's Will: The Love and The Blessing,565427,Standard Service,B,360,339905009
11630563,Blessed Be Your Name,2016-02-21T10:00:00Z,"February 21, 2016",24572567,God's Will: The Love and The Blessing,565427,Standard Service,C,300,339901195
11630965,Give Me Faith,2016-02-21T10:00:00Z,"February 21, 2016",24572567,God's Will: The Love and The Blessing,565427,Standard Service,A,300,339904751
11631801,In Your Freedom,2016-02-21T10:00:00Z,"February 21, 2016",24572567,God's Will: The Love and The Blessing,565427,Standard Service,D,300,339943665
11630821,Our God Saves,2016-02-21T10:00:00Z,"February 21, 2016",24572567,God's Will: The Love and The Blessing,565427,Standard Service,D,330,339903529
11689291,All Consuming Fire,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,C,300,342127899
0,Announcements ,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,,180,342127341
11689017,Downpour,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,E,240,342127675
11689159,Found In You,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,C,300,342127333
11689239,How Great Is Our God,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,A,300,342127585
11689197,I Am Free,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,D,240,342127581
0,Introduction to David Giang,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,,300,342127697
0,Message,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,,3000,342127889
11689341,The Heart Of Worship,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,D,300,342127703
0,Welcome/Scripture,2016-02-28T10:00:00Z,"February 28, 2016",24672163,,565427,Standard Service,,300,342127345
0,Announcements ,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,,180,343858709
0,Benediction,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,,180,343860389
0,Message,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,,3000,343860219
11728321,Offering - Mighty To Save,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,G,300,343859629
11728197,Only Jesus Can,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,D,300,343859047
11728175,Open Up The Heavens,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,D,300,343859105
11731861,Our God,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,A,300,343860279
11728283,The Old Rugged Cross,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,G,240,343859215
0,Welcome/Scripture,2016-03-06T10:00:00Z,"March 6, 2016",24897381,"God's Will:  Christ's Value, in my heart, of greater worth than anything! - Mark 14:1-9",565427,Standard Service,,300,343858895
11793559,Always,2016-03-13T10:00:00Z,"March 13, 2016",25072863,God's Will: Stand together as a strong Army of the Lord - Ephesians 6:10-17,565427,Standard Service,C,300,345694811
11793643,At Your Name,2016-03-13T10:00:00Z,"March 13, 2016",25072863,God's Will: Stand together as a strong Army of the Lord - Ephesians 6:10-17,565427,Standard Service,A,300,346083521
11793757,God Is Able,2016-03-13T10:00:00Z,"March 13, 2016",25072863,God's Will: Stand together as a strong Army of the Lord - Ephesians 6:10-17,565427,Standard Service,A,300,346083161
11793881,Offering - We Believe,2016-03-13T10:00:00Z,"March 13, 2016",25072863,God's Will: Stand together as a strong Army of the Lord - Ephesians 6:10-17,565427,Standard Service,B,300,346083271
11794028,We're United,2016-03-13T10:00:00Z,"March 13, 2016",25072863,God's Will: Stand together as a strong Army of the Lord - Ephesians 6:10-17,565427,Standard Service,C,360,345696483
11842679,Call On The Name,2016-03-20T10:00:00Z,"March 20, 2016",25074549,Making War on the Floor! - Ephesians 6:18,565427,Standard Service,A,300,347923943
11842601,Forever,2016-03-20T10:00:00Z,"March 20, 2016",25074549,Making War on the Floor! - Ephesians 6:18,565427,Standard Service,A-B,300,347923609
11842744,Forever Exalted,2016-03-20T10:00:00Z,"March 20, 2016",25074549,Making War on the Floor! - Ephesians 6:18,565427,Standard Service,C,300,347923727
11842821,Great Is Thy Faithfulness,2016-03-20T10:00:00Z,"March 20, 2016",25074549,Making War on the Floor! - Ephesians 6:18,565427,Standard Service,D,300,347923743
11842513,Offering - Word Of God Speak,2016-03-20T10:00:00Z,"March 20, 2016",25074549,Making War on the Floor! - Ephesians 6:18,565427,Standard Service,C,240,347923781
11876123,Happy Day,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,C,240,349213599
11689239,How Great Is Our God,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,G,300,349214723
11728321,Mighty To Save,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,G,240,349214509
11876331,Offering - Came To My Rescue,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,C,300,349214675
11731861,Our God,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,A,300,349214397
11876207,Stronger,2016-03-27T10:00:00Z,"March 27, 2016",25325131,Fight for the Heart of your King - John 20:1-23,565427,Standard Service,C,375,349214213
11793559,Always,2016-04-03T10:00:00Z,"April 3, 2016",25512437,The Shepherd of the Wilderness - Psalm 23:1-3,565427,Standard Service,C,300,351767446
11597717,Here For You,2016-04-03T10:00:00Z,"April 3, 2016",25512437,The Shepherd of the Wilderness - Psalm 23:1-3,565427,Standard Service,C,300,351772193
11929351,Jesus You Are Worthy,2016-04-03T10:00:00Z,"April 3, 2016",25512437,The Shepherd of the Wilderness - Psalm 23:1-3,565427,Standard Service,C,300,351771000
11631157,Offering - Holy Spirit,2016-04-03T10:00:00Z,"April 3, 2016",25512437,The Shepherd of the Wilderness - Psalm 23:1-3,565427,Standard Service,A,300,351767932
11929429,Unchanging,2016-04-03T10:00:00Z,"April 3, 2016",25512437,The Shepherd of the Wilderness - Psalm 23:1-3,565427,Standard Service,G,300,351773679
11630563,Blessed Be Your Name,2016-04-17T10:00:00Z,"April 17, 2016",25756978,The Plan of a Sovereign God! - Genesis 15,565427,Standard Service,C,300,355517818
11630965,Give Me Faith,2016-04-17T10:00:00Z,"April 17, 2016",25756978,The Plan of a Sovereign God! - Genesis 15,565427,Standard Service,A,300,355517838
11842821,Great Is Thy Faithfulness,2016-04-17T10:00:00Z,"April 17, 2016",25756978,The Plan of a Sovereign God! - Genesis 15,565427,Standard Service,D,300,355517844
11876331,Offering - Came To My Rescue,2016-04-17T10:00:00Z,"April 17, 2016",25756978,The Plan of a Sovereign God! - Genesis 15,565427,Standard Service,C,300,355517822
11876207,Stronger,2016-04-17T10:00:00Z,"April 17, 2016",25756978,The Plan of a Sovereign God! - Genesis 15,565427,Standard Service,C,360,355518748
11689159,Found In You,2016-04-24T10:00:00Z,"April 24, 2016",25846664,A Sovereign God who knows - Genesis 15:7-21,565427,Standard Service,C,300,356560968
11793757,God Is Able,2016-04-24T10:00:00Z,"April 24, 2016",25846664,A Sovereign God who knows - Genesis 15:7-21,565427,Standard Service,A,300,356557696
11842513,Offering - Word Of God Speak,2016-04-24T10:00:00Z,"April 24, 2016",25846664,A Sovereign God who knows - Genesis 15:7-21,565427,Standard Service,C,240,356558758
11728197,Only Jesus Can,2016-04-24T10:00:00Z,"April 24, 2016",25846664,A Sovereign God who knows - Genesis 15:7-21,565427,Standard Service,D,300,356560082
11929429,Unchanging,2016-04-24T10:00:00Z,"April 24, 2016",25846664,A Sovereign God who knows - Genesis 15:7-21,565427,Standard Service,G,240,356558842
12100454,God's Not Dead,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,A,300,359403188
12100322,It Is Well With My Soul,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,C,240,359403490
12100374,Not For A Moment,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,,300,359403478
12100394,Offering - Wildfire,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,A,300,359403516
11728175,Open Up The Heavens,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,D,300,359403146
12097918,They Will Know We Are Christians,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,Em,300,359403676
11794028,We're United,2016-05-01T10:00:00Z,"May 1, 2016",26053552,Repentance,565427,Standard Service,C,300,359403800
11793559,Always,2016-05-08T10:00:00Z,"May 8, 2016",26176346,A Faithful Woman  I Samuel 1: 1 - 20,565427,Standard Service,C,300,361195366
11630563,Blessed Be Your Name,2016-05-08T10:00:00Z,"May 8, 2016",26176346,A Faithful Woman  I Samuel 1: 1 - 20,565427,Standard Service,C,300,361195212
11842679,Call On The Name,2016-05-08T10:00:00Z,"May 8, 2016",26176346,A Faithful Woman  I Samuel 1: 1 - 20,565427,Standard Service,A,300,361195192
11689017,Offering - Downpour,2016-05-08T10:00:00Z,"May 8, 2016",26176346,A Faithful Woman  I Samuel 1: 1 - 20,565427,Standard Service,E,240,361195376
11630821,Our God Saves,2016-05-08T10:00:00Z,"May 8, 2016",26176346,A Faithful Woman  I Samuel 1: 1 - 20,565427,Standard Service,D,330,361195362
11793643,At Your Name,2016-05-15T10:00:00Z,"May 15, 2016",26267368,Are you tacking into the wind?  John 3:5-8,565427,Standard Service,A,300,362517238
11630965,Give Me Faith,2016-05-15T10:00:00Z,"May 15, 2016",26267368,Are you tacking into the wind?  John 3:5-8,565427,Standard Service,A,300,362517374
11597717,Here For You,2016-05-15T10:00:00Z,"May 15, 2016",26267368,Are you tacking into the wind?  John 3:5-8,565427,Standard Service,C,360,362517538
11631157,Holy Spirit,2016-05-15T10:00:00Z,"May 15, 2016",26267368,Are you tacking into the wind?  John 3:5-8,565427,Standard Service,D,360,362517322
11842513,Offering - Word Of God Speak,2016-05-15T10:00:00Z,"May 15, 2016",26267368,Are you tacking into the wind?  John 3:5-8,565427,Standard Service,C,240,362517472
11842744,Forever Exalted,2016-05-22T10:00:00Z,"May 22, 2016",26435362,Jude 20 - 21,565427,Standard Service,C,300,364864996
11876123,Happy Day,2016-05-22T10:00:00Z,"May 22, 2016",26435362,Jude 20 - 21,565427,Standard Service,C,240,364865006
11631801,In Your Freedom,2016-05-22T10:00:00Z,"May 22, 2016",26435362,Jude 20 - 21,565427,Standard Service,D,300,364863692
11689239,Offering - How Great Is Our God,2016-05-22T10:00:00Z,"May 22, 2016",26435362,Jude 20 - 21,565427,Standard Service,A,300,364865034
11793881,We Believe,2016-05-22T10:00:00Z,"May 22, 2016",26435362,Jude 20 - 21,565427,Standard Service,B,300,364864990
11728321,Mighty To Save,2016-05-29T10:00:00Z,"May 29, 2016",26538738,,565427,Standard Service,G,240,366309558
12248848,Offering - The Stand,2016-05-29T10:00:00Z,"May 29, 2016",26538738,,565427,Standard Service,A,300,366308694
11731861,Our God,2016-05-29T10:00:00Z,"May 29, 2016",26538738,,565427,Standard Service,A,300,366309664
11876207,Stronger,2016-05-29T10:00:00Z,"May 29, 2016",26538738,,565427,Standard Service,C,375,366309628
12248808,The Rock Won't Move,2016-05-29T10:00:00Z,"May 29, 2016",26538738,,565427,Standard Service,A,300,366308686
11689291,All Consuming Fire,2016-06-05T10:00:00Z,"June 5, 2016",26707068,Exodus 12: 31 - 42,565427,Standard Service,C,300,368605014
11689159,Found In You,2016-06-05T10:00:00Z,"June 5, 2016",26707068,Exodus 12: 31 - 42,565427,Standard Service,C,300,368604502
11630965,Give Me Faith,2016-06-05T10:00:00Z,"June 5, 2016",26707068,Exodus 12: 31 - 42,565427,Standard Service,A,300,368604538
11842821,Great Is Thy Faithfulness,2016-06-05T10:00:00Z,"June 5, 2016",26707068,Exodus 12: 31 - 42,565427,Standard Service,D,300,368605002
11689017,Offering - Downpour,2016-06-05T10:00:00Z,"June 5, 2016",26707068,Exodus 12: 31 - 42,565427,Standard Service,E,240,368603854
12330860,Endlessly,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,D,240,370046360
11793757,God Is Able,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,A,300,370041918
12100374,Offering - Not For A Moment,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,,300,370041136
11731861,Our God,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,A,300,370652776
11630821,Our God Saves,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,D,330,370042280
12100394,Wildfire,2016-06-12T10:00:00Z,"June 12, 2016",26807330,Exodus 13: 17 - 14: 4,565427,Standard Service,A,300,370653252
11793559,Always,2016-06-19T10:00:00Z,"June 19, 2016",26983872,A Father's duty to instill the courage of Faith,565427,Standard Service,C,300,372444816
11842601,Forever,2016-06-19T10:00:00Z,"June 19, 2016",26983872,A Father's duty to instill the courage of Faith,565427,Standard Service,A-B,300,372444892
11728197,Only Jesus Can,2016-06-19T10:00:00Z,"June 19, 2016",26983872,A Father's duty to instill the courage of Faith,565427,Standard Service,D,300,372445834
11793643,At Your Name,2016-06-26T10:00:00Z,"June 26, 2016",27095872,Exodus 14: 15 - 31,565427,Standard Service,A,300,373902426
11842679,Call On The Name,2016-06-26T10:00:00Z,"June 26, 2016",27095872,Exodus 14: 15 - 31,565427,Standard Service,A,300,373902396
12424678,The Same Love,2016-06-26T10:00:00Z,"June 26, 2016",27095872,Exodus 14: 15 - 31,565427,Standard Service,A,300,373902436
11793881,We Believe,2016-06-26T10:00:00Z,"June 26, 2016",27095872,Exodus 14: 15 - 31,565427,Standard Service,B,300,373902616
0,Announcments/Greeting,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,,600,375535581
0,Benediction,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,,180,375535703
11630563,Blessed Be Your Name,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,C,300,375535101
12100322,It Is Well With My Soul,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,C,240,375535224
0,Obedience is the only cure for bitterness!,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,,3000,375535679
11929429,Offering - Unchanging,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,G,240,375535467
11728175,Open Up The Heavens,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,D,300,375535293
12248848,The Stand,2016-07-03T10:00:00Z,"July 3, 2016",27224078,Exodus 15: 22 - 27,565427,Standard Service,A,300,375535378
12495151,"10,000 Reasons (Bless The Lord)",2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,G,300,376609111
12495247,Bread Of The World In Mercy Broken,2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,Eb,180,376609253
11842821,Great Is Thy Faithfulness,2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,C,300,376609329
11728321,Mighty To Save,2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,G,240,376604869
12014374,Offering - I Shall Not Want,2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,E,240,376609144
12495200,Sometimes By Step,2016-07-10T10:00:00Z,"July 10, 2016",27272681,Bread from Heaven: Exodus 16:1-36,565427,Standard Service,G,180,376609234
11689017,Downpour,2016-07-17T10:00:00Z,"July 17, 2016",27301708,Exodus 17: 1 - 7,565427,Standard Service,E,240,377298051
11689239,How Great Is Our God,2016-07-17T10:00:00Z,"July 17, 2016",27301708,Exodus 17: 1 - 7,565427,Standard Service,A,300,377298043
12515074,Offering - How Great Thou Art,2016-07-17T10:00:00Z,"July 17, 2016",27301708,Exodus 17: 1 - 7,565427,Standard Service,A,300,377298784
12248808,The Rock Won't Move,2016-07-17T10:00:00Z,"July 17, 2016",27301708,Exodus 17: 1 - 7,565427,Standard Service,A,300,377297955
11794028,We're United,2016-07-17T10:00:00Z,"July 17, 2016",27301708,Exodus 17: 1 - 7,565427,Standard Service,C,300,377464361
11793559,Always,2016-07-24T10:00:00Z,"July 24, 2016",27424885,Exodus 17: 8 - 16,565427,Standard Service,C,300,378277743
12330860,Endlessly,2016-07-24T10:00:00Z,"July 24, 2016",27424885,Exodus 17: 8 - 16,565427,Standard Service,D,240,378277782
11597717,Here For You,2016-07-24T10:00:00Z,"July 24, 2016",27424885,Exodus 17: 8 - 16,565427,Standard Service,C,360,378277757
11793757,Offering - God Is Able,2016-07-24T10:00:00Z,"July 24, 2016",27424885,Exodus 17: 8 - 16,565427,Standard Service,A,300,378277830
11876207,Stronger,2016-07-24T10:00:00Z,"July 24, 2016",27424885,Exodus 17: 8 - 16,565427,Standard Service,C,375,378277865
11793643,At Your Name,2016-07-31T10:00:00Z,"July 31, 2016",27509960,,565427,Standard Service,A,300,379386535
11842601,Forever,2016-07-31T10:00:00Z,"July 31, 2016",27509960,,565427,Standard Service,A-B,300,379386372
11689159,Found In You,2016-07-31T10:00:00Z,"July 31, 2016",27509960,,565427,Standard Service,C,300,379386736
11842679,Offering - Call On The Name,2016-07-31T10:00:00Z,"July 31, 2016",27509960,,565427,Standard Service,A,300,379386640
12424678,The Same Love,2016-07-31T10:00:00Z,"July 31, 2016",27509960,,565427,Standard Service,A,300,379386463
11689017,Downpour,2016-08-07T10:00:00Z,"August 7, 2016",27610083,,565427,Standard Service,E,240,380667371
12600098,Glory To God Forever,2016-08-07T10:00:00Z,"August 7, 2016",27610083,,565427,Standard Service,A,300,380668850
11689239,How Great Is Our God,2016-08-07T10:00:00Z,"August 7, 2016",27610083,,565427,Standard Service,A,300,380667832
11842821,Offering - Great Is Thy Faithfulness,2016-08-07T10:00:00Z,"August 7, 2016",27610083,,565427,Standard Service,D,300,380667402
11728175,Open Up The Heavens,2016-08-07T10:00:00Z,"August 7, 2016",27610083,,565427,Standard Service,D,300,380667548
11630563,Blessed Be Your Name,2016-08-14T10:00:00Z,"August 14, 2016",27674130,"Genesis 11: 27, Genesis 12: 10",565427,Standard Service,C,300,381508423
11728321,Mighty To Save,2016-08-14T10:00:00Z,"August 14, 2016",27674130,"Genesis 11: 27, Genesis 12: 10",565427,Standard Service,G,240,381508753
11929351,Offering - Jesus You Are Worthy,2016-08-14T10:00:00Z,"August 14, 2016",27674130,"Genesis 11: 27, Genesis 12: 10",565427,Standard Service,C,300,381508797
11731861,Our God,2016-08-14T10:00:00Z,"August 14, 2016",27674130,"Genesis 11: 27, Genesis 12: 10",565427,Standard Service,A,300,381508335
11728283,The Old Rugged Cross,2016-08-14T10:00:00Z,"August 14, 2016",27674130,"Genesis 11: 27, Genesis 12: 10",565427,Standard Service,G,240,381508244
11689159,Found In You,2016-08-21T10:00:00Z,"August 21, 2016",27728962,Exodus 20: 1 - 17,565427,Standard Service,,300,382197786
11630965,Give Me Faith,2016-08-21T10:00:00Z,"August 21, 2016",27728962,Exodus 20: 1 - 17,565427,Standard Service,,300,382197914
11631157,Holy Spirit,2016-08-21T10:00:00Z,"August 21, 2016",27728962,Exodus 20: 1 - 17,565427,Standard Service,B,360,382197889
11689341,The Heart Of Worship,2016-08-21T10:00:00Z,"August 21, 2016",27728962,Exodus 20: 1 - 17,565427,Standard Service,,300,382198065
12676201,Arms Open Wide,2016-08-28T10:00:00Z,"August 28, 2016",27860743,"Exodus 32: 1 - 35, Exodus 20: 22 - 23, Deut. 7: 7 - 14",565427,Standard Service,C,300,383830126
11876331,Came To My Rescue - Offering,2016-08-28T10:00:00Z,"August 28, 2016",27860743,"Exodus 32: 1 - 35, Exodus 20: 22 - 23, Deut. 7: 7 - 14",565427,Standard Service,C,300,383830384
11842744,Forever Exalted,2016-08-28T10:00:00Z,"August 28, 2016",27860743,"Exodus 32: 1 - 35, Exodus 20: 22 - 23, Deut. 7: 7 - 14",565427,Standard Service,C,300,383833247
11876123,Happy Day,2016-08-28T10:00:00Z,"August 28, 2016",27860743,"Exodus 32: 1 - 35, Exodus 20: 22 - 23, Deut. 7: 7 - 14",565427,Standard Service,C,240,383834278
12100394,Wildfire,2016-08-28T10:00:00Z,"August 28, 2016",27860743,"Exodus 32: 1 - 35, Exodus 20: 22 - 23, Deut. 7: 7 - 14",565427,Standard Service,A,300,383833386
11630563,Blessed Be Your Name,2016-09-04T10:00:00Z,"September 4, 2016",27949907,,565427,Standard Service,C,300,384918779
11842601,Forever,2016-09-04T10:00:00Z,"September 4, 2016",27949907,,565427,Standard Service,A-B,300,384918773
12600098,Glory To God Forever,2016-09-04T10:00:00Z,"September 4, 2016",27949907,,565427,Standard Service,A,300,384918716
11793757,God Is Able,2016-09-04T10:00:00Z,"September 4, 2016",27949907,,565427,Standard Service,A,300,384918787
11876207,Stronger,2016-09-04T10:00:00Z,"September 4, 2016",27949907,,565427,Standard Service,C,375,384918840
12495151,"10,000 Reasons (Bless The Lord)",2016-09-11T10:00:00Z,"September 11, 2016",28067212,,565427,Standard Service,G,300,386404470
11630965,Give Me Faith,2016-09-11T10:00:00Z,"September 11, 2016",28067212,,565427,Standard Service,A,300,386405560
12100322,It Is Well With My Soul,2016-09-11T10:00:00Z,"September 11, 2016",28067212,,565427,Standard Service,C,240,386404138
11689017,Offering - Downpour,2016-09-11T10:00:00Z,"September 11, 2016",28067212,,565427,Standard Service,E,240,386405302
11929429,Unchanging,2016-09-11T10:00:00Z,"September 11, 2016",28067212,,565427,Standard Service,G,240,386404790
11793559,Always,2016-09-18T10:00:00Z,"September 18, 2016",28067379,Exodus 32: 9 - 35,565427,Standard Service,C,300,387593244
12330860,Endlessly,2016-09-18T10:00:00Z,"September 18, 2016",28067379,Exodus 32: 9 - 35,565427,Standard Service,D,240,387593018
12515074,How Great Thou Art,2016-09-18T10:00:00Z,"September 18, 2016",28067379,Exodus 32: 9 - 35,565427,Standard Service,A,300,387592894
12100374,Not For A Moment,2016-09-18T10:00:00Z,"September 18, 2016",28067379,Exodus 32: 9 - 35,565427,Standard Service,,300,387592088
11728197,Only Jesus Can,2016-09-18T10:00:00Z,"September 18, 2016",28067379,Exodus 32: 9 - 35,565427,Standard Service,D,300,387592705
11793643,At Your Name,2016-09-25T10:00:00Z,"September 25, 2016",28109010,Exodus 32: 9 - 35,565427,Standard Service,A,300,388794337
11597717,Here For You,2016-09-25T10:00:00Z,"September 25, 2016",28109010,Exodus 32: 9 - 35,565427,Standard Service,C,360,388795338
11728321,Mighty To Save,2016-09-25T10:00:00Z,"September 25, 2016",28109010,Exodus 32: 9 - 35,565427,Standard Service,G,240,388795780
11842513,Offering - Word Of God Speak,2016-09-25T10:00:00Z,"September 25, 2016",28109010,Exodus 32: 9 - 35,565427,Standard Service,C,240,388793522
12424678,The Same Love,2016-09-25T10:00:00Z,"September 25, 2016",28109010,Exodus 32: 9 - 35,565427,Standard Service,A,300,388794914
12600098,Glory To God Forever,2016-10-02T10:00:00Z,"October 2, 2016",28336867,Exodus 33: 12 - 23,565427,Standard Service,A,300,389840956
11842821,Great Is Thy Faithfulness,2016-10-02T10:00:00Z,"October 2, 2016",28336867,Exodus 33: 12 - 23,565427,Standard Service,D,300,389841095
12830370,I Will Follow,2016-10-02T10:00:00Z,"October 2, 2016",28336867,Exodus 33: 12 - 23,565427,Standard Service,A,300,389841027
12830370,I Will Follow,2016-10-02T10:00:00Z,"October 2, 2016",28336867,Exodus 33: 12 - 23,565427,Standard Service,A,300,389841170
11929351,Offering - Jesus You Are Worthy,2016-10-02T10:00:00Z,"October 2, 2016",28336867,Exodus 33: 12 - 23,565427,Standard Service,C,300,389841150
12100322,It Is Well With My Soul,2016-10-02T17:30:00Z,"October 2, 2016",28336870,,565427,Standard Service,C,240,389841652
12515074,Offering - How Great Thou Art,2016-10-02T17:30:00Z,"October 2, 2016",28336870,,565427,Standard Service,A,300,389841453
11630821,Our God Saves,2016-10-02T17:30:00Z,"October 2, 2016",28336870,,565427,Standard Service,D,330,389841508
11794028,We're United,2016-10-02T17:30:00Z,"October 2, 2016",28336870,,565427,Standard Service,C,300,389841502
11842679,Call On The Name/ After Song: Prayer for names that are on the board.,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,A,300,390862661
11728321,Mighty To Save,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,G,240,392203161
11689017,Offering - Downpour,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,E,240,390862288
11728175,Open Up The Heavens,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,D,300,390862281
12248808,The Rock Won't Move,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,A,300,391194361
11793881,We Believe,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,B,300,390862490
12100394,Wildfire,2016-10-06T19:00:00Z,"October 6 & 9, 2016",28414202,Exodus 33: 18 - 23,565427,Standard Service,A,300,390862624
12893807,From The Inside Out,2016-10-16T10:00:00Z,"October 16, 2016",28464814,Exodus 34  (Focus on V29 - V35),565427,Standard Service,C,300,391974469
12600098,Glory To God Forever,2016-10-16T10:00:00Z,"October 16, 2016",28464814,Exodus 34  (Focus on V29 - V35),565427,Standard Service,A,300,391967384
11728321,Mighty To Save,2016-10-16T10:00:00Z,"October 16, 2016",28464814,Exodus 34  (Focus on V29 - V35),565427,Standard Service,G,240,392203189
12893755,O Worship The King,2016-10-16T10:00:00Z,"October 16, 2016",28464814,Exodus 34  (Focus on V29 - V35),565427,Standard Service,G,300,391971188
11631801,Offering - In Your Freedom,2016-10-16T10:00:00Z,"October 16, 2016",28464814,Exodus 34  (Focus on V29 - V35),565427,Standard Service,D,300,391975722
11842744,Forever Exalted,2016-10-23T10:00:00Z,"October 23, 2016",28547556,Exodus 40: 34 - 38,565427,Standard Service,C,300,392686133
11876123,Happy Day,2016-10-23T10:00:00Z,"October 23, 2016",28547556,Exodus 40: 34 - 38,565427,Standard Service,C,240,392686267
