song_id,title,hidden,author,themes,ccli_number,last_scheduled_at,last_used_at,recent_uses_found,recent_use_1,recent_use_2,recent_use_3,days_since_last_use,usage_band,recency_band,bpm,length_seconds,meter,arrangement_name
23040695,O For A Thousand Tongues To Sing (Azmon),False,Carl Gotthelf Glaser and Charles Wesley,"Listen, Re, Freedom, Honor, Liberty, Life Of Jesus, Blood, Power, Grace, Comfort, Assurance, Peace, Heaven, Kingship, Glory, Adoration, Love, Declaration, Praise, Evangelism, Jesus",1369,2024-06-30T10:00:00Z,2024-06-30T10:00:00Z,3,2024-06-30T10:00:00Z,2023-02-05T10:00:00Z,2022-10-02T08:45:00Z,607,Frequent recently,365d+,,270,3/4,Default Arrangement
22363972,Come Ye Sinners Poor And Needy,False,"Fernando Ortega, John Andrew Schreiner, and Joseph Hart","Faith, Healing, Sin",3472266,2024-06-23T10:00:00Z,2024-06-23T10:00:00Z,3,2024-06-23T10:00:00Z,2023-10-27T21:00:00Z,2023-03-26T10:00:00Z,614,Frequent recently,365d+,,300,4/4,Default Arrangement
18371942,Grace Greater Than Our Sin,False,Julia Harriette Johnston and Daniel Brink Towner,"Cleansing, Invitation, , Salvation, Forgiveness, Grace",31690,2024-06-09T10:00:00Z,2024-06-09T10:00:00Z,3,2024-06-09T10:00:00Z,2023-10-27T21:00:00Z,2023-04-16T10:00:00Z,628,Frequent recently,365d+,,240,,Default Arrangement
11842601,Forever,False,Chris Tomlin,", Assurance, be glorified, Blessing, Faithfulness, God's Attributes, Holiness, Love, Praise, Presence, Provision, repentence, Rest, Strength, Thanksgiving, Unity",3148428,2024-05-26T10:00:00Z,2024-05-26T10:00:00Z,3,2024-05-26T10:00:00Z,2023-11-19T10:00:00Z,2022-11-23T08:45:00Z,642,Frequent recently,365d+,,300,,Default Arrangement
12515074,How Great Thou Art,False,Stuart Wesley Keene Hine,"Adoration, Greatness, Majesty, Power, Second Coming, Worship",14181,2024-05-26T10:00:00Z,2024-05-26T10:00:00Z,3,2024-05-26T10:00:00Z,2023-02-18T15:30:00Z,2022-01-30T08:45:00Z,642,Frequent recently,365d+,108,300,4/4,Default Arrangement
11876123,Happy Day,False,Ben Cantelon and Tim Hughes,", blind, Freedom, Growth, Holy Spirit, Made me glad, Praise, Resurrection, steve fee, Victory",4847027,2024-05-17T10:00:00Z,2024-05-17T10:00:00Z,3,2024-05-17T10:00:00Z,2024-03-31T10:00:00Z,2023-10-15T10:00:00Z,651,Frequent recently,365d+,138,240,,Default Arrangement
21765627,Creed,False,David (Beaker) Strasser and Rich Mullins,"Truth, Promise, Declaration",1263924,2024-05-05T10:00:00Z,2024-05-05T10:00:00Z,3,2024-05-05T10:00:00Z,2023-08-20T10:00:00Z,2022-01-16T08:45:00Z,663,Frequent recently,365d+,,240,4/4,Default Arrangement
15689524,Crown Him with Many Crowns,False,"Matthew Bridges, Godfrey Thring, and Word & Music",,2340870,2024-05-05T10:00:00Z,2024-05-05T10:00:00Z,3,2024-05-05T10:00:00Z,2022-05-29T08:45:00Z,2022-04-10T08:45:00Z,663,Frequent recently,365d+,,300,,Default Arrangement
24165888,The Lion And The Lamb,False,"Leeland Mooring, Brenton Brown, and Brian Johnson",,7038281,2024-05-05T10:00:00Z,2024-05-05T10:00:00Z,3,2024-05-05T10:00:00Z,2023-11-26T10:00:00Z,2023-10-29T10:00:00Z,663,Frequent recently,365d+,,270,4/4,Default Arrangement
13817631,In Christ Alone,False,Keith Getty and Stuart Townend,"Easter, Faith, Foundation, Good Friday, Growth, Holy Week, Holy, Holy, Holy, Hope, Jesus, maundy thursday, presense, Security, Testimony, what a friend we have, Word",3350395,2024-03-31T10:00:00Z,2024-03-31T10:00:00Z,3,2024-03-31T10:00:00Z,2022-10-09T08:45:00Z,2022-02-13T08:45:00Z,698,Frequent recently,365d+,,,,
22176468,At The Cross,False,Ralph E. Hudson and Isaac Watts,"Good Friday, Communion, Cross, Consecration, Light, Assurance, Grace, Repentance",29499,2024-03-28T10:00:00Z,2024-03-28T10:00:00Z,3,2024-03-28T10:00:00Z,2022-08-14T08:45:00Z,2022-04-03T08:45:00Z,701,Frequent recently,365d+,,240,4/4,Default Arrangement
22409604,This Is Amazing Grace,False,"Jeremy Riddle, Josh Farro, and Phil Wickham","Kingship, Worthiness, Grace",6333821,2024-03-24T10:00:00Z,2024-03-24T10:00:00Z,3,2024-03-24T10:00:00Z,2024-02-11T10:00:00Z,2022-10-30T08:45:00Z,705,Frequent recently,365d+,,270,4/4,Default Arrangement
